도로명전체주소,사업장명,의료인수,입원실수,병상수,총면적,진료과목내용명,종별코드,종별코드명,시도코드,시도명,시군구코드,시군구명,X좌표,Y좌표,의사총수,일반의 의사수,인턴 의사수,레지던트 의사수,전문의합계,내과,신경과,정신건강의학과,외과,정형외과,신경외과,흉부외과,성형외과,마취통증의학과,산부인과,소아청소년과,안과,이비인후과,피부과,비뇨의학과,영상의학과,방사선종양학과,병리과,진단검사의학과,결핵과,재활의학과,핵의학과,가정의학과,응급의학과,직업환경의학과,예방의학과,치과,구강악안면외과,치과보철과,치과교정과,소아치과,치주과,치과보존과,구강내과,영상치의학과,구강병리과,예방치과,통합치의학과,한방내과,한방부인과,한방소아과,한방안·이비인후·피부과,한방신경정신과,침구과,한방재활의학과,사상체질과,한방응급,의료장비합계,유방촬영장치,CT,콘빔CT,양전자단층촬영기 (PET),골밀도검사기,MRI,초음파영상진단기,종양치료기 (Gamma Knife),종양치료기 (Cyber Knife),종양치료기 (양성자치료기),체외충격파쇄석기,혈액투석을위한인공신장기,구글점수,구글건수,다음점수,다음건수,네이버평점,네이버건수,진료만족도,의료진친절도,시설만족도,평가인원,총건수,최종점수,최종보정점수
경기도 성남시 분당구 서현로180번길 20 (서현동),대진의료재단 분당제생병원,747.0,149.0,559.0,52177.13,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과보존과",11.0,종합병원,310000.0,경기,310403.0,성남분당구,127.1217783,37.388203499999996,200.0,3.0,7.0,56.0,134.0,32.0,5.0,3.0,7.0,8.0,5.0,3.0,3.0,9.0,4.0,6.0,4.0,4.0,2.0,4.0,10.0,1.0,3.0,1.0,0.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,4.0,1.0,1.0,1.0,3.0,38.0,0.0,0.0,0.0,1.0,31.0,3.7,48.0,2.7,66.0,4.01,360.0,8.7,7.9,7.9,20.0,158,2.75146360759494,2.75146360759494
"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",의료법인우리의료재단김포우리병원,411.0,100.0,377.0,18526.5,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 예방의학과, 치과, 구강악안면외과",11.0,종합병원,310000.0,경기,312300.0,김포시,126.7107331,37.632332500000004,81.0,3.0,2.0,5.0,71.0,20.0,2.0,1.0,4.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,2.0,1.0,0.0,1.0,2.0,19.0,0.0,0.0,0.0,1.0,69.0,3.2,34.0,1.9,31.0,4.15,281.0,9.4,9.4,9.4,8.0,99,2.4650568181818198,2.4650568181818198
"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",의료법인인봉의료재단뉴고려병원,258.0,87.0,297.0,14826.82,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 구강악안면외과",11.0,종합병원,310000.0,경기,312300.0,김포시,126.6602289,37.6409296,63.0,1.0,0.0,0.0,62.0,14.0,2.0,0.0,4.0,7.0,6.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,2.0,1.0,0.0,1.0,2.0,18.0,0.0,0.0,0.0,1.0,21.0,3.7,26.0,2.8,40.0,4.33,239.0,9.6,8.2,8.0,9.0,95,3.14004934210526,3.14004934210526
경기도 구리시 경춘로 153 (교문동),한양대학교구리병원,742.0,96.0,482.0,42432.22,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 핵의학과, 직업환경의학과, 응급의학과, 치과보철과",11.0,종합병원,310000.0,경기,311000.0,구리시,127.1324273,37.6012985,236.0,0.0,16.0,81.0,139.0,36.0,5.0,4.0,8.0,10.0,6.0,1.0,3.0,7.0,2.0,6.0,7.0,6.0,3.0,4.0,12.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,2.0,1.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,1.0,36.0,2.9,48.0,1.8,23.0,4.18,296.0,7.5,8.5,8.5,13.0,107,2.3985981308411204,2.3985981308411204
경기도 성남시 중원구 산성대로476번길 12 (금광동),성남중앙병원,134.0,51.0,200.0,9224.72,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 가정의학과, 응급의학과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",11.0,종합병원,310000.0,경기,310402.0,성남중원구,127.1619932,37.4528497,41.0,1.0,2.0,9.0,29.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,20.0,3.2,16.0,1.7,11.0,4.08,318.0,10.0,10.0,10.0,4.0,66,2.3811079545454503,2.3811079545454503
"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",순천의료재단 정병원,133.0,67.0,257.0,8214.71,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 진단검사의학과, 재활의학과, 응급의학과",11.0,종합병원,310000.0,경기,310401.0,성남수정구,127.12900459999999,37.4398589,29.0,0.0,0.0,0.0,29.0,7.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,20.0,4.1,45.0,1.8,15.0,3.67,57.0,7.3,8.7,7.3,3.0,67,3.0913013059701497,3.0913013059701497
경기도 군포시 산본로 321 (산본동),원광대학교 산본병원,287.0,66.0,236.0,27675.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 한방내과, 한방신경정신과, 한방재활의학과, 구강악안면외과",11.0,종합병원,310000.0,경기,311400.0,군포시,126.9336147,37.35941270000001,83.0,0.0,5.0,19.0,58.0,14.0,3.0,1.0,4.0,6.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,2.0,27.0,3.7,18.0,2.8,10.0,4.21,97.0,10.0,9.0,9.0,4.0,40,3.09765625,3.09765625
경기도 광주시 광주대로 45 (경안동),참조은병원,150.0,65.0,289.0,18497.03,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 구강악안면외과, 치과보철과",11.0,종합병원,310000.0,경기,312600.0,광주시,127.2602408,37.4109444,59.0,4.0,0.0,0.0,55.0,12.0,2.0,2.0,4.0,9.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,2.0,1.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,1.0,38.0,3.3,56.0,2.8,44.0,4.06,240.0,9.6,9.1,9.1,19.0,129,2.72999031007752,2.72999031007752
"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",의료법인 석경의료재단 센트럴병원,204.0,60.0,241.0,16973.3,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 직업환경의학과, 응급의학과, 치과보철과, 치과보존과",11.0,종합병원,310000.0,경기,311700.0,시흥시,126.7281267,37.3369084,41.0,3.0,0.0,0.0,37.0,9.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,30.0,3.0,19.0,,,4.057761193999999,201.0,6.3,5.3,6.3,3.0,44,2.4062526500355097,2.4062526500355097
충청북도 충주시 국원대로 82 (교현동),건국대학교충주병원,364.0,95.0,320.0,9121.7,"핵의학과, 응급의학과, 직업환경의학과, 이비인후과, 피부과, 비뇨의학과, 흉부외과, 재활의학과, 성형외과, 안과, 가정의학과, 정신건강의학과, 신경과, 정형외과, 치과, 진단검사의학과, 병리과, 마취통증의학과, 신경외과, 영상의학과, 산부인과, 소아청소년과, 외과, 내과",11.0,종합병원,330000.0,충북,330200.0,충주시,127.9288169,36.9789801,90.0,1.0,0.0,17.0,74.0,16.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,2.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,27.0,3.4,18.0,,,4.17,158.0,8.7,6.5,6.5,3.0,37,2.88365709459459,2.88365709459459
충청북도 충주시 안림로 239-50 (안림동),충청북도충주의료원,150.0,82.0,292.0,31669.0,"예방의학과, 응급의학과, 재활의학과, 이비인후과, 가정의학과, 마취통증의학과, 비뇨의학과, 직업환경의학과, 치과, 신경외과, 진단검사의학과, 영상의학과, 안과, 정형외과, 소아청소년과, 산부인과, 외과, 내과",11.0,종합병원,330000.0,충북,330200.0,충주시,127.9706116,36.9796506,32.0,2.0,0.0,0.0,30.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,1.0,1.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,21.0,3.7,9.0,2.8,10.0,4.74,52.0,10.0,10.0,10.0,5.0,25,3.535,3.0474137931034497
경기도 수원시 영통구 월드컵로 164 (원천동),아주대학교병원,2435.0,289.0,1172.0,150097.05,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 예방의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과",1.0,상급종합병원,310000.0,경기,310604.0,수원영통구,127.0476764,37.2793927,679.0,19.0,63.0,198.0,400.0,96.0,16.0,10.0,43.0,16.0,12.0,9.0,5.0,22.0,15.0,18.0,12.0,10.0,5.0,7.0,29.0,6.0,12.0,5.0,0.0,4.0,3.0,11.0,16.0,4.0,5.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,3.0,7.0,1.0,2.0,4.0,4.0,99.0,1.0,0.0,0.0,1.0,77.0,3.0,175.0,2.066666667,90.0,4.265221402,542.0,9.6,9.6,9.6,48.0,331,2.51086447955627,2.51086447955627
강원도 속초시 중앙로 11 (교동),의료법인보광의료재단속초보광병원,67.0,85.0,298.0,14915.0,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과",11.0,종합병원,320000.0,강원,320300.0,속초시,128.57839009999998,38.198001399999995,21.0,2.0,0.0,0.0,19.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,19.0,3.5,12.0,2.2,10.0,4.29,39.0,10.0,10.0,10.0,5.0,27,2.8041087962963,2.61072198275862
강원도 속초시 영랑호반길 3 (영랑동),강원도속초의료원,85.0,40.0,172.0,14778.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 치과",11.0,종합병원,320000.0,강원,320300.0,속초시,128.5892485,38.2164607,26.0,2.0,0.0,0.0,24.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.8,15.0,3.0,3.0,4.4,15.0,10.0,0.0,0.0,1.0,20,3.4421875,2.3739224137931
강원도 영월군 영월읍 중앙1로 59,강원도영월의료원,56.0,63.0,202.0,12976.9,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 피부과, 영상의학과, 진단검사의학과, 치과",11.0,종합병원,320000.0,강원,320006.0,영월군,128.4652388,37.1864525,17.0,3.0,0.0,0.0,14.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.8,4.0,1.0,1.0,4.56,18.0,10.0,0.0,0.0,1.0,7,2.65625,0.641163793103448
강원도 동해시 하평로 26 (평릉동),의료법인 동해동인병원,88.0,82.0,379.0,11981.9,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 치과",11.0,종합병원,320000.0,강원,320200.0,동해시,129.1074625,37.5299417,22.0,2.0,0.0,0.0,19.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,25.0,2.9,12.0,5.0,4.0,4.07,42.0,9.6,9.6,9.6,9.0,21,2.8768601190476204,2.0832435344827602
경상남도 김해시 김해대로 1814-37 (삼계동),의료법인환명의료재단 조은금강병원,81.0,70.0,299.0,26254.8,"직업환경의학과, 응급의학과, 신경과, 비뇨의학과, 치과, 진단검사의학과, 이비인후과, 가정의학과, 피부과, 신경외과, 정형외과, 정신건강의학과, 마취통증의학과, 영상의학과, 산부인과, 소아청소년과, 외과, 내과",11.0,종합병원,380000.0,경남,380100.0,김해시,128.8615328,35.2623214,32.0,1.0,0.0,0.0,31.0,7.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,30.0,4.0,17.0,2.7,23.0,4.37,158.0,10.0,10.0,10.0,4.0,59,3.27778072033898,3.27778072033898
경상남도 창원시 진해구 해원로32번길 13 (이동),연세에스병원,86.0,75.0,291.0,15896.6,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 병리과, 응급의학과",11.0,종합병원,380000.0,경남,380703.0,창원진해구,128.6981494,35.1549332,23.0,1.0,0.0,0.0,23.0,6.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,27.0,2.8,20.0,2.4,10.0,4.18,525.0,10.0,8.0,10.0,2.0,94,2.64893617021277,2.64893617021277
경상남도 거제시 연초면 거제대로 4477,의료법인 성념의료재단맑은샘병원,137.0,36.0,205.0,13036.5,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",11.0,종합병원,380000.0,경남,381000.0,거제시,128.64364229999998,34.897718499999996,16.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,32.0,2.8,11.0,,,4.09,119.0,,,,,26,2.37169471153846,2.12634698275862
"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",의료법인합포의료재단에스엠지연세병원,230.0,100.0,347.0,18133.23,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 응급의학과, 구강내과",11.0,종합병원,380000.0,경남,380702.0,창원마산합포구,128.5616013,35.1863148,41.0,2.0,0.0,0.0,39.0,11.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,0.0,0.0,0.0,1.0,103.0,3.5,13.0,,,4.33,176.0,8.6,8.6,8.6,5.0,35,3.296875,3.296875
경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),의료법인석영의료재단창원제일종합병원,100.0,52.0,233.0,8144.52,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 영상의학과, 진단검사의학과, 재활의학과, 한방재활의학과",11.0,종합병원,380000.0,경남,380702.0,창원마산합포구,128.5676,35.199085,18.0,3.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,1.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,59.0,4.8,4.0,3.9,8.0,4.14,22.0,,,,,15,3.87791666666667,2.00581896551724
경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),의료법인청아의료재단청아병원,132.0,67.0,285.0,11495.15,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과",11.0,종합병원,380000.0,경남,380701.0,창원마산회원구,128.50965,35.248034999999994,20.0,1.0,0.0,0.0,17.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,2.1,10.0,4.37,97.0,9.3,9.2,9.2,7.0,22,2.89346590909091,2.1950431034482802
경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),경상남도마산의료원,164.0,69.0,298.0,22944.89,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 응급의학과",11.0,종합병원,380000.0,경남,380702.0,창원마산합포구,128.5655967,35.199237100000005,23.0,1.0,0.0,0.0,22.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,15.0,4.6,15.0,,,4.42,53.0,10.0,10.0,10.0,5.0,21,4.28571428571429,3.10344827586207
"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",학교법인성균관대학삼성창원병원,771.0,222.0,762.0,91968.0,"구강악안면외과, 치과, 응급의학과, 직업환경의학과, 핵의학과, 가정의학과, 재활의학과, 진단검사의학과, 병리과, 방사선종양학과, 영상의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 성형외과, 흉부외과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,380000.0,경남,380701.0,창원마산회원구,128.5920245,35.2428774,290.0,3.0,36.0,57.0,193.0,52.0,6.0,2.0,16.0,6.0,9.0,4.0,2.0,8.0,9.0,11.0,4.0,6.0,2.0,5.0,11.0,2.0,4.0,3.0,0.0,4.0,2.0,9.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,3.0,5.0,1.0,1.0,2.0,3.0,66.0,0.0,0.0,0.0,1.0,46.0,3.2,40.0,,,4.30730719,765.0,9.0,9.4,9.4,8.0,134,3.14269111065765,3.14269111065765
